DATE,LATITUDE,LONGITUDE,ELEVATION,WND_SPEED_MPS,WND_TYPE_CODE_N,WND_TYPE_CODE_V,CIG_AGL,VIS_DISTANCE_MTS,TMP_C,DEW_TMP_C,SLP_HECTOPASCALS,GD1_HEIGHT_MTS,GD1__1,GD1__2,GD1__3,GD1__4,GD1__5,MA1_ALTIMETER_HECTOPASCAL
2023-12-11 06:42:00,40.77898,-73.96925,42.7,21,0,1,945,3219,72,56,99999,335.0,0,1,0,0,0,10044.0
2023-12-11 06:49:00,40.77898,-73.96925,42.7,36,0,1,884,4023,70,60,99999,335.0,1,0,0,0,0,10041.0
2023-12-11 06:51:00,40.77898,-73.96925,42.7,31,0,1,884,4023,72,56,10031,335.0,1,0,0,0,0,10041.0
2023-12-11 06:54:00,40.77898,-73.96925,42.7,26,0,1,945,4828,72,56,99999,274.0,1,0,0,0,0,10041.0
2023-12-11 07:51:00,40.77898,-73.96925,42.7,15,0,1,335,16093,78,61,10037,335.0,0,0,1,0,0,10044.0
2023-12-11 08:00:00,40.77898,-73.96925,42.7,21,1,0,1280,12875,72,61,99999,274.0,0,1,0,0,0,10041.0
2023-12-11 08:27:00,40.77898,-73.96925,42.7,15,0,1,335,16093,72,56,99999,335.0,0,0,1,0,0,10034.0
2023-12-11 08:51:00,40.77898,-73.96925,42.7,31,0,1,366,12875,72,56,10028,366.0,0,0,0,1,0,10037.0
2023-12-11 09:51:00,40.77898,-73.96925,42.7,36,1,0,335,16093,67,44,10029,335.0,0,0,1,0,0,10037.0
2023-12-11 10:24:00,40.77898,-73.96925,42.7,26,1,0,640,14484,56,39,99999,274.0,1,0,0,0,0,10034.0
2023-12-11 10:33:00,40.77898,-73.96925,42.7,36,1,0,427,11265,56,39,99999,274.0,0,1,0,0,0,10034.0
2023-12-11 10:40:00,40.77898,-73.96925,42.7,26,1,0,274,12875,56,39,99999,274.0,0,0,1,0,0,10034.0
2023-12-11 10:51:00,40.77898,-73.96925,42.7,36,1,0,274,12875,50,33,10028,274.0,0,0,0,1,0,10037.0
2023-12-11 11:34:00,40.77898,-73.96925,42.7,41,0,1,366,8047,50,33,99999,366.0,0,0,0,1,0,10061.0
2023-12-11 11:51:00,40.77898,-73.96925,42.7,21,0,1,366,6437,50,28,10051,366.0,0,0,1,0,0,10061.0
2023-12-11 12:22:00,40.77898,-73.96925,42.7,36,0,1,457,12875,39,17,99999,457.0,0,0,0,1,0,10064.0
2023-12-11 12:32:00,40.77898,-73.96925,42.7,46,1,0,396,12875,39,17,99999,396.0,0,0,0,1,0,10058.0
2023-12-11 12:51:00,40.77898,-73.96925,42.7,36,1,0,396,16093,39,17,10051,396.0,0,0,0,1,0,10058.0
2023-12-11 13:22:00,40.77898,-73.96925,42.7,36,1,0,488,16093,39,17,99999,488.0,0,0,1,0,0,10068.0
2023-12-11 13:48:00,40.77898,-73.96925,42.7,46,1,0,1524,16093,40,20,99999,457.0,1,0,0,0,0,10075.0
2023-12-11 13:51:00,40.77898,-73.96925,42.7,46,0,1,1524,16093,39,17,10067,457.0,1,0,0,0,0,10075.0
2023-12-11 14:51:00,40.77898,-73.96925,42.7,31,1,0,1494,16093,50,11,10075,1494.0,0,0,1,0,0,10085.0
2023-12-11 15:51:00,40.77898,-73.96925,42.7,51,0,1,1067,16093,61,0,10078,853.0,0,1,0,0,0,10085.0
2023-12-11 16:51:00,40.77898,-73.96925,42.7,9999,1,0,1036,16093,61,-11,10089,1036.0,0,0,0,1,0,10098.0
2023-12-11 17:51:00,40.77898,-73.96925,42.7,51,0,1,1189,16093,61,-28,10103,1189.0,0,0,0,1,0,10112.0
2023-12-11 18:51:00,40.77898,-73.96925,42.7,31,0,1,1250,16093,61,-28,10104,1250.0,0,0,0,1,0,10112.0
2023-12-11 19:51:00,40.77898,-73.96925,42.7,9999,1,0,1097,16093,56,-33,10118,1097.0,0,0,0,1,0,10125.0
2023-12-11 20:51:00,40.77898,-73.96925,42.7,51,1,0,1311,16093,56,-33,10138,1311.0,0,0,0,1,0,10146.0
2023-12-11 21:51:00,40.77898,-73.96925,42.7,36,0,1,1250,16093,56,-33,10154,1250.0,0,0,0,1,0,10163.0
2023-12-11 22:51:00,40.77898,-73.96925,42.7,46,1,0,1524,16093,50,-39,10169,1524.0,0,0,0,1,0,10176.0
2023-12-12 00:51:00,40.77898,-73.96925,42.7,46,1,0,1524,16093,44,-61,10192,1524.0,0,0,1,0,0,10200.0
2023-12-12 01:51:00,40.77898,-73.96925,42.7,36,1,0,22000,16093,39,-67,10205,1494.0,0,1,0,0,0,10213.0
2023-12-12 04:51:00,40.77898,-73.96925,42.7,26,1,0,1402,16093,33,-50,10227,1402.0,0,0,0,1,0,10237.0
2023-12-12 05:51:00,40.77898,-73.96925,42.7,36,0,1,1280,16093,39,-56,10232,1280.0,0,0,0,1,0,10240.0
2023-12-12 06:51:00,40.77898,-73.96925,42.7,0,0,0,1341,16093,39,-61,10243,1341.0,0,0,0,1,0,10251.0
2023-12-12 07:51:00,40.77898,-73.96925,42.7,46,1,0,1311,16093,33,-56,10251,1311.0,0,0,0,1,0,10261.0
2023-12-12 08:51:00,40.77898,-73.96925,42.7,21,0,1,1219,16093,33,-61,10256,1219.0,0,0,0,1,0,10264.0
2023-12-12 09:51:00,40.77898,-73.96925,42.7,31,1,0,1219,16093,28,-61,10262,1219.0,0,0,1,0,0,10271.0
2023-12-13 16:51:00,40.77898,-73.96925,42.7,15,1,0,22000,16093,67,-50,10305,1494.0,1,0,0,0,0,10315.0
2023-12-13 23:51:00,40.77898,-73.96925,42.7,26,0,1,22000,16093,50,-83,10330,2134.0,1,0,0,0,0,10339.0
2023-12-14 16:51:00,40.77898,-73.96925,42.7,46,1,0,22000,16093,33,-83,10378,3353.0,0,1,0,0,0,10386.0
2023-12-14 17:51:00,40.77898,-73.96925,42.7,36,1,0,22000,16093,39,-83,10364,3048.0,0,1,0,0,0,10373.0
2023-12-17 01:12:00,40.77898,-73.96925,42.7,26,0,1,610,16093,89,33,99999,610.0,0,0,1,0,0,10342.0
2023-12-17 01:51:00,40.77898,-73.96925,42.7,46,1,0,671,16093,89,33,10334,671.0,0,0,1,0,0,10342.0
2023-12-17 02:16:00,40.77898,-73.96925,42.7,31,1,0,22000,16093,89,39,99999,701.0,0,1,0,0,0,10342.0
2023-12-17 02:51:00,40.77898,-73.96925,42.7,31,0,1,671,16093,89,39,10329,671.0,0,0,1,0,0,10339.0
2023-12-17 03:51:00,40.77898,-73.96925,42.7,41,0,1,640,16093,89,44,10328,640.0,0,0,0,1,0,10335.0
2023-12-17 04:51:00,40.77898,-73.96925,42.7,26,1,0,640,16093,89,39,10322,640.0,0,0,0,1,0,10332.0
2023-12-17 05:51:00,40.77898,-73.96925,42.7,21,1,0,518,16093,89,44,10315,518.0,0,0,1,0,0,10322.0
2023-12-17 06:51:00,40.77898,-73.96925,42.7,26,1,0,457,16093,83,44,10315,457.0,0,0,1,0,0,10325.0
2023-12-17 07:31:00,40.77898,-73.96925,42.7,21,0,1,427,16093,83,44,99999,427.0,0,0,1,0,0,10318.0
2023-12-17 07:51:00,40.77898,-73.96925,42.7,36,1,0,396,16093,83,44,10307,396.0,0,0,1,0,0,10315.0
2023-12-17 08:51:00,40.77898,-73.96925,42.7,26,1,0,366,16093,83,50,10299,366.0,0,0,1,0,0,10308.0
2023-12-17 09:15:00,40.77898,-73.96925,42.7,31,1,0,427,16093,89,56,99999,427.0,0,0,1,0,0,10305.0
2023-12-17 09:51:00,40.77898,-73.96925,42.7,21,0,1,366,16093,89,56,10294,366.0,0,0,0,1,0,10301.0
2023-12-17 10:51:00,40.77898,-73.96925,42.7,31,1,0,396,16093,83,56,10287,396.0,0,0,0,1,0,10295.0
2023-12-17 11:51:00,40.77898,-73.96925,42.7,31,1,0,396,16093,83,56,10285,396.0,0,0,0,1,0,10295.0
2023-12-17 12:51:00,40.77898,-73.96925,42.7,26,0,1,396,16093,89,56,10280,396.0,0,0,0,1,0,10288.0
2023-12-17 13:51:00,40.77898,-73.96925,42.7,41,1,0,396,16093,94,61,10267,396.0,0,0,0,1,0,10274.0
2023-12-17 14:51:00,40.77898,-73.96925,42.7,46,1,0,366,16093,94,61,10263,366.0,0,0,0,1,0,10271.0
2023-12-17 15:51:00,40.77898,-73.96925,42.7,51,1,0,366,16093,100,67,10250,366.0,0,0,0,1,0,10257.0
2023-12-17 16:51:00,40.77898,-73.96925,42.7,36,1,0,366,16093,100,72,10232,366.0,0,0,0,1,0,10240.0
2023-12-17 17:51:00,40.77898,-73.96925,42.7,31,1,0,396,14484,106,78,10212,396.0,0,0,0,1,0,10220.0
2023-12-17 18:51:00,40.77898,-73.96925,42.7,31,1,0,335,6437,106,83,10200,335.0,0,0,0,1,0,10207.0
2023-12-17 19:09:00,40.77898,-73.96925,42.7,36,1,0,305,3219,111,94,99999,305.0,0,0,0,1,0,10203.0
2023-12-17 19:19:00,40.77898,-73.96925,42.7,31,1,0,274,8047,111,94,99999,274.0,0,0,0,1,0,10200.0
2023-12-17 19:51:00,40.77898,-73.96925,42.7,31,1,0,244,9656,111,100,10183,244.0,0,0,0,1,0,10193.0
2023-12-17 20:36:00,40.77898,-73.96925,42.7,26,0,1,305,11265,117,100,99999,305.0,0,0,0,1,0,10186.0
2023-12-17 20:51:00,40.77898,-73.96925,42.7,36,1,0,305,12875,117,100,10175,305.0,0,0,0,1,0,10183.0
2023-12-17 21:32:00,40.77898,-73.96925,42.7,21,1,0,274,14484,122,106,99999,274.0,0,0,0,1,0,10173.0
2023-12-17 21:51:00,40.77898,-73.96925,42.7,26,1,0,274,14484,122,106,10159,274.0,0,0,0,1,0,10169.0
2023-12-17 22:51:00,40.77898,-73.96925,42.7,21,1,0,213,12875,122,106,10148,213.0,0,0,0,1,0,10156.0
2023-12-17 23:51:00,40.77898,-73.96925,42.7,26,1,0,152,8047,128,111,10138,152.0,0,0,0,1,0,10146.0
2023-12-18 00:22:00,40.77898,-73.96925,42.7,21,1,0,122,6437,122,111,99999,122.0,0,0,0,1,0,10139.0
2023-12-18 00:51:00,40.77898,-73.96925,42.7,26,0,1,122,4828,128,111,10125,122.0,0,0,0,1,0,10135.0
2023-12-18 01:07:00,40.77898,-73.96925,42.7,21,0,1,91,4023,122,111,99999,91.0,0,0,0,1,0,10129.0
2023-12-18 01:51:00,40.77898,-73.96925,42.7,21,0,1,91,4828,128,117,10107,91.0,0,0,0,1,0,10115.0
2023-12-18 02:35:00,40.77898,-73.96925,42.7,21,0,1,152,8047,122,111,99999,152.0,0,0,1,0,0,10098.0
2023-12-18 02:48:00,40.77898,-73.96925,42.7,21,0,1,427,8047,120,110,99999,213.0,0,1,0,0,0,10095.0
2023-12-18 02:51:00,40.77898,-73.96925,42.7,26,1,0,427,9656,122,111,10083,213.0,1,0,0,0,0,10091.0
2023-12-18 03:51:00,40.77898,-73.96925,42.7,26,0,1,610,14484,144,128,10066,396.0,0,1,0,0,0,10075.0
2023-12-18 04:00:00,40.77898,-73.96925,42.7,31,0,1,396,8047,144,128,99999,396.0,0,0,1,0,0,10068.0
2023-12-18 04:09:00,40.77898,-73.96925,42.7,51,0,1,457,4023,144,128,99999,305.0,0,1,0,0,0,10064.0
2023-12-18 04:14:00,40.77898,-73.96925,42.7,57,0,1,366,4828,144,128,99999,366.0,0,0,1,0,0,10061.0
2023-12-18 04:51:00,40.77898,-73.96925,42.7,41,0,1,335,2816,150,133,10034,335.0,0,0,0,1,0,10044.0
2023-12-18 04:57:00,40.77898,-73.96925,42.7,41,0,1,274,4023,150,133,99999,274.0,0,0,0,1,0,10041.0
2023-12-18 05:04:00,40.77898,-73.96925,42.7,51,1,0,274,4828,150,133,99999,274.0,0,0,1,0,0,10037.0
2023-12-18 05:13:00,40.77898,-73.96925,42.7,67,0,1,1341,4828,144,128,99999,305.0,0,1,0,0,0,10030.0
2023-12-18 05:37:00,40.77898,-73.96925,42.7,31,0,1,366,4828,144,128,99999,366.0,0,0,1,0,0,10017.0
2023-12-18 05:44:00,40.77898,-73.96925,42.7,41,1,0,366,4023,150,128,99999,366.0,0,0,1,0,0,10014.0
2023-12-18 05:51:00,40.77898,-73.96925,42.7,36,0,1,366,3219,150,133,10001,366.0,0,0,1,0,0,10010.0
2023-12-18 06:49:00,40.77898,-73.96925,42.7,46,0,1,335,2414,140,130,99999,335.0,0,0,0,1,0,9976.0
2023-12-18 06:51:00,40.77898,-73.96925,42.7,36,1,0,335,2012,144,128,9964,335.0,0,0,0,1,0,9973.0
2023-12-18 07:11:00,40.77898,-73.96925,42.7,41,0,1,305,3219,150,133,99999,305.0,0,0,0,1,0,9963.0
2023-12-18 07:21:00,40.77898,-73.96925,42.7,57,1,0,305,2414,150,133,99999,305.0,0,0,0,1,0,9963.0
2023-12-18 07:51:00,40.77898,-73.96925,42.7,26,0,1,244,1609,150,133,9935,244.0,0,0,0,0,1,9946.0
2023-12-18 08:51:00,40.77898,-73.96925,42.7,9999,1,0,274,2816,150,133,9890,274.0,0,0,0,1,0,9898.0
2023-12-18 08:58:00,40.77898,-73.96925,42.7,67,0,1,274,4828,150,139,99999,274.0,0,0,0,1,0,9895.0
2023-12-18 09:18:00,40.77898,-73.96925,42.7,72,0,1,244,2816,156,139,99999,244.0,0,0,0,1,0,9888.0
2023-12-18 09:28:00,40.77898,-73.96925,42.7,46,0,1,244,4023,156,139,99999,244.0,0,0,0,1,0,9888.0
2023-12-18 09:41:00,40.77898,-73.96925,42.7,72,0,1,213,1609,156,144,99999,213.0,0,0,0,1,0,9888.0
2023-12-18 09:51:00,40.77898,-73.96925,42.7,82,0,1,213,6437,156,144,9876,213.0,0,0,0,1,0,9885.0
2023-12-18 10:04:00,40.77898,-73.96925,42.7,62,0,1,183,2816,161,144,99999,183.0,0,0,0,1,0,9888.0
2023-12-18 10:11:00,40.77898,-73.96925,42.7,46,0,1,183,4828,161,150,99999,183.0,0,0,0,1,0,9888.0
2023-12-18 10:19:00,40.77898,-73.96925,42.7,9999,1,0,183,2816,161,150,99999,183.0,0,0,0,1,0,9892.0
2023-12-18 10:31:00,40.77898,-73.96925,42.7,31,0,1,183,4828,161,144,99999,183.0,0,0,0,1,0,9888.0
2023-12-18 10:51:00,40.77898,-73.96925,42.7,57,0,1,183,8047,161,150,9874,183.0,0,0,0,1,0,9885.0
2023-12-18 11:51:00,40.77898,-73.96925,42.7,31,0,1,152,3219,167,150,9862,152.0,0,0,0,1,0,9871.0
2023-12-18 12:06:00,40.77898,-73.96925,42.7,36,0,1,213,1609,161,150,99999,213.0,0,0,0,1,0,9871.0
2023-12-18 12:14:00,40.77898,-73.96925,42.7,26,0,1,244,1207,161,150,99999,244.0,0,0,0,0,1,9871.0
2023-12-18 12:24:00,40.77898,-73.96925,42.7,46,1,0,305,1207,161,144,99999,305.0,0,0,0,0,1,9875.0
2023-12-18 12:37:00,40.77898,-73.96925,42.7,26,0,1,488,2414,161,144,99999,305.0,1,0,0,0,0,9875.0
2023-12-18 12:44:00,40.77898,-73.96925,42.7,21,1,0,671,4828,161,150,99999,274.0,1,0,0,0,0,9868.0
2023-12-18 12:51:00,40.77898,-73.96925,42.7,31,0,1,274,8047,161,144,9860,274.0,0,0,1,0,0,9871.0
2023-12-18 13:31:00,40.77898,-73.96925,42.7,26,1,0,3048,16093,161,144,99999,274.0,0,1,0,0,0,9861.0
2023-12-18 13:51:00,40.77898,-73.96925,42.7,31,1,0,22000,16093,161,144,9846,2743.0,1,0,0,0,0,9854.0
2023-12-18 14:06:00,40.77898,-73.96925,42.7,9999,1,0,244,14484,161,144,99999,244.0,0,0,1,0,0,9854.0
2023-12-18 14:51:00,40.77898,-73.96925,42.7,26,1,0,213,6437,156,144,9846,213.0,0,0,0,1,0,9854.0
2023-12-18 15:13:00,40.77898,-73.96925,42.7,15,0,1,213,2816,150,139,99999,213.0,0,0,0,1,0,9854.0
2023-12-18 15:25:00,40.77898,-73.96925,42.7,36,1,0,213,4828,150,139,99999,213.0,0,0,0,1,0,9851.0
2023-12-18 15:41:00,40.77898,-73.96925,42.7,36,1,0,91,4828,150,139,99999,91.0,0,0,0,1,0,9848.0
2023-12-18 16:04:00,40.77898,-73.96925,42.7,31,0,1,183,1207,144,128,99999,183.0,0,0,0,1,0,9848.0
2023-12-18 16:17:00,40.77898,-73.96925,42.7,31,1,0,183,3219,133,117,99999,183.0,0,0,0,1,0,9844.0
2023-12-18 16:39:00,40.77898,-73.96925,42.7,26,0,1,244,6437,128,111,99999,244.0,0,0,0,1,0,9848.0
2023-12-18 16:51:00,40.77898,-73.96925,42.7,51,0,1,366,12875,122,100,9836,244.0,0,1,0,0,0,99999.0
2023-12-18 16:58:00,40.77898,-73.96925,42.7,57,1,0,457,12875,117,100,99999,244.0,0,1,0,0,0,9848.0
2023-12-18 17:08:00,40.77898,-73.96925,42.7,31,0,1,366,11265,117,100,99999,366.0,0,0,1,0,0,9851.0
2023-12-18 17:46:00,40.77898,-73.96925,42.7,57,0,1,610,4828,100,80,99999,427.0,1,0,0,0,0,9848.0
2023-12-18 17:51:00,40.77898,-73.96925,42.7,46,0,1,457,4023,100,78,9840,457.0,0,0,1,0,0,9851.0
2023-12-18 18:14:00,40.77898,-73.96925,42.7,41,1,0,457,8047,100,78,99999,457.0,0,0,1,0,0,9854.0
2023-12-18 18:51:00,40.77898,-73.96925,42.7,41,1,0,640,16093,100,72,9854,488.0,1,0,0,0,0,9865.0
2023-12-18 19:51:00,40.77898,-73.96925,42.7,62,0,1,884,16093,100,44,9881,884.0,0,0,1,0,0,9892.0
2023-12-18 20:14:00,40.77898,-73.96925,42.7,67,1,0,914,16093,100,39,99999,914.0,0,0,0,1,0,9905.0
2023-12-18 20:51:00,40.77898,-73.96925,42.7,57,1,0,1067,16093,100,33,9911,1067.0,0,0,0,1,0,9919.0
2023-12-19 00:51:00,40.77898,-73.96925,42.7,36,1,0,22000,16093,83,6,10002,1219.0,1,0,0,0,0,10010.0
2023-12-19 04:51:00,40.77898,-73.96925,42.7,9999,1,0,3048,16093,56,-22,10038,3048.0,0,0,1,0,0,10047.0
2023-12-19 08:51:00,40.77898,-73.96925,42.7,26,0,1,22000,16093,39,-22,10055,3658.0,1,0,0,0,0,10064.0
2023-12-19 09:51:00,40.77898,-73.96925,42.7,26,0,1,22000,16093,39,-28,10066,3658.0,1,0,0,0,0,10075.0
2023-12-19 13:51:00,40.77898,-73.96925,42.7,26,0,1,1981,16093,44,-11,10116,1981.0,0,0,1,0,0,10125.0
2023-12-19 14:51:00,40.77898,-73.96925,42.7,46,0,1,22000,16093,50,-17,10127,853.0,0,1,0,0,0,10135.0
2023-12-19 15:51:00,40.77898,-73.96925,42.7,57,1,0,1189,16093,61,-50,10136,1189.0,0,0,0,1,0,10146.0
2023-12-19 16:51:00,40.77898,-73.96925,42.7,21,0,1,22000,16093,61,-61,10142,1433.0,0,1,0,0,0,10152.0
2023-12-19 17:51:00,40.77898,-73.96925,42.7,41,0,1,1402,16093,50,-61,10153,1402.0,0,0,0,1,0,10163.0
2023-12-19 18:51:00,40.77898,-73.96925,42.7,57,1,0,1433,16093,44,-67,10161,1433.0,0,0,1,0,0,10169.0
2023-12-19 19:51:00,40.77898,-73.96925,42.7,51,0,1,22000,16093,39,-72,10173,1402.0,0,1,0,0,0,10183.0
2023-12-19 20:51:00,40.77898,-73.96925,42.7,46,0,1,1402,16093,39,-72,10186,1402.0,0,0,0,1,0,10193.0
2023-12-19 21:51:00,40.77898,-73.96925,42.7,57,1,0,1280,16093,28,-72,10198,1280.0,0,0,0,1,0,10207.0
2023-12-20 01:51:00,40.77898,-73.96925,42.7,26,0,1,1311,16093,11,-67,10252,1311.0,0,0,1,0,0,10261.0
2023-12-20 03:51:00,40.77898,-73.96925,42.7,31,1,0,22000,16093,6,-61,10261,1158.0,1,0,0,0,0,10268.0
2023-12-20 19:51:00,40.77898,-73.96925,42.7,0,0,0,2743,16093,72,-67,10267,2743.0,0,0,0,1,0,10274.0
2023-12-20 20:51:00,40.77898,-73.96925,42.7,0,0,0,2743,16093,72,-72,10271,2743.0,0,0,0,1,0,10281.0
2023-12-20 21:51:00,40.77898,-73.96925,42.7,26,1,0,2743,16093,67,-72,10274,2743.0,0,0,0,1,0,10281.0
2023-12-20 22:51:00,40.77898,-73.96925,42.7,51,1,0,2743,16093,61,-61,10279,2743.0,0,0,0,1,0,10288.0
2023-12-20 23:51:00,40.77898,-73.96925,42.7,51,1,0,2743,16093,50,-50,10280,2743.0,0,0,0,1,0,10288.0
2023-12-21 00:51:00,40.77898,-73.96925,42.7,41,1,0,2438,16093,44,-44,10281,2438.0,0,0,1,0,0,10288.0
2023-12-21 01:51:00,40.77898,-73.96925,42.7,21,0,1,2438,16093,39,-44,10281,2438.0,0,0,1,0,0,10288.0
2023-12-21 02:51:00,40.77898,-73.96925,42.7,21,0,1,2286,16093,33,-39,10282,2286.0,0,0,1,0,0,10288.0
2023-12-23 00:51:00,40.77898,-73.96925,42.7,0,0,0,22000,16093,22,-133,10318,1981.0,1,0,0,0,0,10325.0
2023-12-23 05:51:00,40.77898,-73.96925,42.7,0,0,0,22000,16093,17,-89,10320,2438.0,1,0,0,0,0,10328.0
2023-12-23 06:51:00,40.77898,-73.96925,42.7,15,1,0,22000,16093,17,-89,10319,2438.0,1,0,0,0,0,10325.0
2023-12-23 07:51:00,40.77898,-73.96925,42.7,15,1,0,2591,16093,11,-78,10319,2591.0,0,0,1,0,0,10325.0
2023-12-23 08:51:00,40.77898,-73.96925,42.7,21,1,0,2438,16093,17,-67,10317,2438.0,0,0,0,1,0,10325.0
2023-12-23 10:51:00,40.77898,-73.96925,42.7,0,0,0,22000,16093,11,-72,10323,2896.0,1,0,0,0,0,10332.0
2023-12-23 11:51:00,40.77898,-73.96925,42.7,15,1,0,3048,16093,11,-72,10325,3048.0,0,0,0,1,0,10332.0
2023-12-23 12:51:00,40.77898,-73.96925,42.7,15,1,0,3048,16093,22,-72,10327,2286.0,0,1,0,0,0,10335.0
2023-12-23 13:51:00,40.77898,-73.96925,42.7,0,0,0,3048,16093,28,-61,10327,2438.0,0,1,0,0,0,10335.0
2023-12-23 14:51:00,40.77898,-73.96925,42.7,0,0,0,2134,16093,33,-67,10329,2134.0,0,0,1,0,0,10339.0
2023-12-23 15:51:00,40.77898,-73.96925,42.7,15,0,1,1829,16093,39,-72,10326,1829.0,0,0,0,1,0,10335.0
2023-12-23 16:51:00,40.77898,-73.96925,42.7,21,1,0,1981,16093,50,-67,10318,1981.0,0,0,0,1,0,10325.0
2023-12-23 17:51:00,40.77898,-73.96925,42.7,21,1,0,3353,16093,61,-72,10312,2591.0,0,1,0,0,0,10322.0
2023-12-23 18:51:00,40.77898,-73.96925,42.7,26,1,0,3353,16093,67,-56,10307,3353.0,0,0,0,1,0,10315.0
2023-12-23 19:51:00,40.77898,-73.96925,42.7,31,1,0,2896,16093,61,-39,10306,2896.0,0,0,0,1,0,10315.0
2023-12-23 20:51:00,40.77898,-73.96925,42.7,21,1,0,2591,16093,61,-33,10308,2591.0,0,0,0,1,0,10315.0
2023-12-23 21:51:00,40.77898,-73.96925,42.7,26,1,0,2591,16093,56,-28,10310,2591.0,0,0,0,1,0,10318.0
2023-12-23 22:51:00,40.77898,-73.96925,42.7,15,1,0,3353,16093,56,-11,10310,2438.0,1,0,0,0,0,10318.0
2023-12-23 23:51:00,40.77898,-73.96925,42.7,21,1,0,22000,16093,50,6,10310,3658.0,1,0,0,0,0,10318.0
2023-12-24 01:51:00,40.77898,-73.96925,42.7,26,1,0,22000,16093,50,11,10310,3658.0,1,0,0,0,0,10318.0
2023-12-24 02:49:00,40.77898,-73.96925,42.7,31,1,0,610,16093,50,10,99999,610.0,0,0,1,0,0,10318.0
2023-12-24 02:51:00,40.77898,-73.96925,42.7,26,1,0,610,16093,50,11,10310,610.0,0,0,1,0,0,10318.0
2023-12-24 03:51:00,40.77898,-73.96925,42.7,15,1,0,579,16093,56,17,10307,579.0,0,0,0,1,0,10315.0
2023-12-24 04:49:00,40.77898,-73.96925,42.7,15,1,0,3048,16093,60,10,99999,549.0,0,1,0,0,0,10312.0
2023-12-24 04:51:00,40.77898,-73.96925,42.7,0,0,0,3048,16093,50,11,10302,549.0,0,1,0,0,0,10312.0
2023-12-24 05:51:00,40.77898,-73.96925,42.7,21,1,0,1981,16093,56,17,10299,1981.0,0,0,0,1,0,10308.0
2023-12-24 06:51:00,40.77898,-73.96925,42.7,0,0,0,1981,16093,56,22,10297,1981.0,0,0,0,1,0,10305.0
2023-12-24 07:51:00,40.77898,-73.96925,42.7,15,1,0,2134,16093,50,22,10299,2134.0,0,0,1,0,0,10308.0
2023-12-24 08:14:00,40.77898,-73.96925,42.7,0,0,0,427,16093,56,22,99999,427.0,0,0,1,0,0,10308.0
2023-12-24 08:24:00,40.77898,-73.96925,42.7,0,0,0,3048,16093,50,22,99999,427.0,0,1,0,0,0,10305.0
2023-12-24 08:51:00,40.77898,-73.96925,42.7,0,0,0,2743,16093,50,22,10295,2134.0,0,1,0,0,0,10305.0
2023-12-24 09:51:00,40.77898,-73.96925,42.7,15,1,0,2743,16093,50,22,10295,396.0,1,0,0,0,0,10305.0
2023-12-24 10:51:00,40.77898,-73.96925,42.7,0,0,0,1676,8047,44,22,10293,1676.0,0,0,1,0,0,10301.0
2023-12-24 11:51:00,40.77898,-73.96925,42.7,15,1,0,3048,11265,50,28,10296,2438.0,1,0,0,0,0,10305.0
2023-12-24 12:51:00,40.77898,-73.96925,42.7,0,0,0,2438,12875,50,28,10297,2438.0,0,0,1,0,0,10305.0
2023-12-24 13:51:00,40.77898,-73.96925,42.7,15,1,0,2134,12875,61,33,10301,2134.0,0,0,0,1,0,10308.0
2023-12-24 14:15:00,40.77898,-73.96925,42.7,0,0,0,335,12875,56,33,99999,335.0,0,0,1,0,0,10312.0
2023-12-24 14:33:00,40.77898,-73.96925,42.7,0,0,0,335,14484,61,28,99999,335.0,0,0,1,0,0,10315.0
2023-12-24 14:49:00,40.77898,-73.96925,42.7,0,0,0,1829,14484,60,30,99999,335.0,0,1,0,0,0,10315.0
2023-12-24 14:51:00,40.77898,-73.96925,42.7,0,0,0,1829,14484,61,28,10307,335.0,0,1,0,0,0,10315.0
2023-12-24 15:51:00,40.77898,-73.96925,42.7,0,0,0,1829,16093,72,33,10304,1829.0,0,0,0,1,0,10312.0
2023-12-24 16:51:00,40.77898,-73.96925,42.7,0,0,0,1829,14484,89,39,10295,1829.0,0,0,0,1,0,10305.0
2023-12-24 17:51:00,40.77898,-73.96925,42.7,0,0,0,1829,12875,89,39,10290,1829.0,0,0,0,1,0,10298.0
2023-12-24 18:51:00,40.77898,-73.96925,42.7,21,1,0,2743,12875,89,39,10288,1981.0,0,1,0,0,0,10295.0
2023-12-24 19:51:00,40.77898,-73.96925,42.7,0,0,0,1402,14484,89,44,10285,1402.0,0,0,0,1,0,10295.0
2023-12-24 20:51:00,40.77898,-73.96925,42.7,15,1,0,1494,16093,89,33,10287,1494.0,0,0,0,1,0,10295.0
2023-12-24 21:51:00,40.77898,-73.96925,42.7,0,0,0,1494,16093,89,33,10288,1494.0,0,0,0,1,0,10298.0
2023-12-24 22:51:00,40.77898,-73.96925,42.7,0,0,0,1524,16093,89,39,10291,1524.0,0,0,0,1,0,10298.0
2023-12-24 23:51:00,40.77898,-73.96925,42.7,15,1,0,3048,16093,89,39,10292,1524.0,1,0,0,0,0,10301.0
2023-12-25 00:51:00,40.77898,-73.96925,42.7,15,1,0,1433,16093,83,44,10293,1433.0,0,0,0,1,0,10301.0
2023-12-25 01:51:00,40.77898,-73.96925,42.7,0,0,0,1341,14484,83,39,10295,579.0,1,0,0,0,0,10301.0
